,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
25,dementia,2020,The New York Times,I Miss My Father’s Mind,,Was he one of the hidden victims of the coronavirus pandemic?,"The day after my father died unexpectedly at a rehabilitation center in May, I went searching through my microcassettes for the tapes he’d sent me many years ago.","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 4, 'major': 'N'}]"
26,dementia,2020,The New York Times,Moderate Drinking May Be Good for the Brain,Eat: Modest Drinking May Aid Brain,A study found that older men and women who drank in moderation had slower rates of cognitive decline.,"Moderate alcohol consumption may lead to slower mental decline in middle-age and older people, a new study found.","[{'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'JAMA Network Open', 'rank': 5, 'major': 'N'}]"
27,dementia,2020,The New York Times,"After Decades of Service, Five Nuns Die as Virus Sweeps Through Convent",5 Nuns Die as Virus Sweeps Wisconsin Convent for Patients With Dementia,"The coronavirus outbreak was difficult to trace in the Wisconsin convent, which specializes in care for aging nuns with dementia.","CHICAGO — Our Lady of the Angels Convent was designed as a haven of peace and prayer in a suburb of Milwaukee, a place where aging, frail nuns could rest after spending their lives taking care of others.","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nuns', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Our Lady of the Angels Convent (Greenfield, Wis)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Greenfield (Wis)', 'rank': 6, 'major': 'N'}]"
28,dementia,2020,The New York Times,‘I Feel Like I Have Dementia’: Brain Fog Plagues Covid Survivors,"Beating Covid, Only to Be Left With Brain Fog","The condition is affecting thousands of patients, impeding their ability to work and function in daily life.","After contracting the coronavirus in March, Michael Reagan lost all memory of his 12-day vacation in Paris, even though the trip was just a few weeks earlier.","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Risks and Safety Concerns', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Condition (Health)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 6, 'major': 'N'}]"
29,dementia,2020,The New York Times,Photographing the Beauty of My Mother’s Decline,The Beauty of My Mother’s Decline,"For years, I have been making images of my mother as her dementia progresses. The process brings us closer.","DURHAM, N.H. — My mother has vascular dementia. Her brain, damaged from a slow decline in circulation, has left her with memory loss.","[{'name': 'subject', 'value': 'Memory', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Durham (NH)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 6, 'major': 'N'}]"
30,dementia,2020,The New York Times,5 Measures That May Lower Your Alzheimer’s Risk,5 Steps to Cut Alzheimer’s Risk,"Exercise, not smoking, moderate drinking, a Mediterranean diet and mentally stimulating activities were linked to a lower Alzheimer’s risk.","Five behaviors are associated with a lower risk for Alzheimer’s disease, a new study in Neurology suggests, and the more of them you follow, the lower your risk.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}]"
31,dementia,2020,The New York Times,12 New Books We Recommend This Week,Staff Picks From the Book Review,Suggested reading from critics and editors at The New York Times.,"A couple of months ago I was on the subway — you remember subways? — and I noticed one of those scruffy model types who are so good looking that the disheveled hair and torn T-shirt only serve to accentuate it. The whole thing adds up, somehow, to style. I might not have remembered this, in the course of a day’s routine people-watching, except for one too-perfect-to-be-true detail: He was reading “Middlemarch,” a book whose first chapter begins, “Miss Brooke had that kind of beauty which seems to be thrown into relief by poor dress.”","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ALVAREZ, JULIA', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Benkemoun, Brigitte', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hansen, Valerie (Historian)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Harper, Lynn Casteel', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Joseph, Peniel E', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Kawakami, Mieko', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'King, Stephen', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Lister, Kate', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Porter, Eduardo', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Ryan, Kay (1945- )', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Arian, Amir Ahmadi', 'rank': 12, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Curious History of Sex (Book)', 'rank': 13, 'major': 'N'}, {'name': 'creative_works', 'value': 'Afterlife (Book)', 'rank': 14, 'major': 'N'}, {'name': 'creative_works', 'value': 'American Poison: How Racial Hostility Destroyed Our Promise (Book)', 'rank': 15, 'major': 'N'}, {'name': 'creative_works', 'value': 'Breasts and Eggs (Book)', 'rank': 16, 'major': 'N'}, {'name': 'creative_works', 'value': 'Finding Dora Maar: An Artist, An Address Book, a Life (Book)', 'rank': 17, 'major': 'N'}, {'name': 'creative_works', 'value': 'If It Bleeds (Book)', 'rank': 18, 'major': 'N'}, {'name': 'creative_works', 'value': 'On Vanishing: Mortality, Dementia, and What It Means to Disappear (Book)', 'rank': 19, 'major': 'N'}, {'name': 'creative_works', 'value': 'Synthesizing Gravity: Selected Prose (Book)', 'rank': 20, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Sword and the Shield: The Revolutionary Lives of Malcolm X and Martin Luther King Jr. (Book)', 'rank': 21, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Year 1000: When Explorers Connected the World -- and Globalization Began (Book)', 'rank': 22, 'major': 'N'}, {'name': 'creative_works', 'value': 'Then the Fish Swallowed Him (Book)', 'rank': 23, 'major': 'N'}, {'name': 'creative_works', 'value': ""No Man's Land: The Trailblazing Women Who Ran Britain's Most Extraordinary Military Hospital During World War I (Book)"", 'rank': 24, 'major': 'N'}, {'name': 'persons', 'value': 'Moore, Wendy (Author)', 'rank': 25, 'major': 'N'}]"
32,dementia,2020,The New York Times,Peter Beard’s Family Confirms His Death,,"The police were leading an extensive search for Mr. Beard, an artist who disappeared on Long Island on March 31.","The family of Peter Beard, the artist and wildlife photographer who disappeared last month from his ocean bluff property on Long Island’s East End, said that a body found on Sunday in Montauk was Mr. Beard’s.","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Beard, Peter', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Montauk (NY)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 7, 'major': 'N'}]"
33,dementia,2020,The New York Times,"Watching My Son Grow, and My Mom Return to Childhood",,"My brilliant mom was diagnosed with dementia when my son was a baby. For a time, their interests and abilities matched exactly.","This story was originally published on Jan. 14, 2020 in NYT Parenting.","[{'name': 'subject', 'value': 'Parenting', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 7, 'major': 'N'}]"
34,dementia,2020,The New York Times,Daily Aspirin Does Not Lower Alzheimer’s Risk,Mind: Daily Aspirin and Alzheimer’s,Older men and women who took low-dose aspirin did not show improvements in memory or a lower risk of dementia.,"There is good evidence that a daily baby aspirin reduces the risk for heart disease and stroke, and some have thought its inflammation-lowering effect might also help in delaying cognitive decline. But taking a daily low-dose aspirin did not appear to be effective in lowering the risk of Alzheimer’s disease or other forms of dementia, a new study reports.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Aspirin', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 4, 'major': 'N'}]"
35,dementia,2020,The New York Times,Moderate Drinking Tied to Lower Levels of Alzheimer’s Brain Protein,Mind: Drinking and Alzheimer’s,"Compared with abstainers, those who drank up to 13 standard drinks a week had a 66 percent lower rate of beta amyloid deposits in their brains.","Moderate alcohol consumption is associated with reduced levels of beta amyloid, the protein that forms the brain plaques of Alzheimer’s disease, a new study suggests.","[{'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}]"
36,dementia,2020,The New York Times,Why Fruits and Vegetables May Lower Alzheimer’s Risk,Mind: Flavonols to Fight Alzheimer’s,"Flavonols, found in fruits and vegetables, were tied to a lower risk of Alzheimer’s disease.","Flavonols, a large class of compounds found in most fruits and vegetables, may be associated with a reduced risk for Alzheimer’s disease. Flavonols are known to have antioxidant and anti-inflammatory effects, and animal studies have suggested they may improve memory and learning.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}]"
37,dementia,2020,The New York Times,"Weekly Health Quiz: Sugar, Brain Health and Foods for Sleep",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Smoking and Tobacco', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Asthma', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sugar', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sleep', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 8, 'major': 'N'}]"
38,dementia,2020,The New York Times,He’s Losing His Mind. Maybe His Country Is Too?,Forget About It,"The protagonist of “The Tunnel,” by the Israeli novelist A.B. Yehoshua, tries to carry on after a dementia diagnosis.",THE TUNNELBy A. B. Yehoshua,"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Yehoshua, A B', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Tunnel (Book)', 'rank': 3, 'major': 'N'}]"
42,dementia,2020,The New York Times,"Peter Beard, Photographer Who Makes His Art From Nature’s, Is Missing",,"Mr. Beard, who is 82 and has dementia, was last seen walking on Tuesday near his home in Montauk, according to the authorities there.","Police on Long Island were searching Wednesday for the photographer Peter Beard, known for creating elaborate collages from documentary images of Africa, after he disappeared on Tuesday afternoon from his home in Montauk, N.Y.","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Beard, Peter', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Long Island (NY)', 'rank': 3, 'major': 'N'}]"
43,dementia,2020,The New York Times,‘Relic’ Review: A Haunted House and a Clouded Mind,Relic,Natalie Erika James’s arresting debut deftly merges a classic horror genre with an allegory of dementia.,"The final image of the three generations of women who share the center of “Relic,” Natalie Erika James’s arresting horror debut, isn’t particularly scary. But it’s easily one of the most unsettling, ambiguous and unusual movie tableaus I’ve seen in some time.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Relic (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'James, Natalie Erika', 'rank': 3, 'major': 'N'}]"
44,dementia,2020,The New York Times,"Gay Culverhouse,Who Helped Injured Football Players, Dies at 73","Gay Culverhouse, Who Helped Brain-Injured Football Players, Dies at 73","She navigated the league’s male-dominated world as a team president, then devoted her energy to fighting on behalf of players with brain disorders.","Gay Culverhouse, who put aside her career focusing on special education and child psychiatry to join the family business, the Tampa Bay Buccaneers of the N.F.L., and who went on to champion the cause of former professional football players debilitated by dementia and other health issues, died on Wednesday at her home in Fernandina Beach, Fla. She was 73. ","[{'name': 'persons', 'value': 'Culverhouse, Gay', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Tampa Bay Buccaneers', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Traumatic Brain Injury', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 8, 'major': 'N'}]"
